Wall time,Step,Value
1674741583.896699,1220,-188.11572265625
1674741615.0097773,3660,-136.83372497558594
1674741629.8024633,4880,-128.7707061767578
1674741645.3583739,6100,-122.15754699707031
1674741736.3152723,13420,-107.19798278808594
1674741751.1775427,14640,-105.95255279541016
1674741797.355411,18300,-103.1811294555664
1674741812.7492409,19520,-102.51409912109375
1674741860.6448197,23180,-101.16780853271484
1674741876.791062,24400,-100.76058197021484
1674741892.074223,25620,-100.4384536743164
1674741923.8648186,28060,-99.78305053710938
1674741938.6797981,29280,-99.53218841552734
1674741986.0904057,32940,-94.15667724609375
1674742001.3317204,34160,-93.65557098388672
1674742031.6135247,36600,-93.04378509521484
1674742092.2570486,41480,-92.92040252685547
1674742107.5554507,42700,-92.68370056152344
1674742137.1638138,45140,-92.51443481445312
1674742152.5117497,46360,-92.53746795654297
1674742167.575514,47580,-92.43390655517578
1674742182.6275856,48800,-92.59272003173828
1674742198.5230572,50020,-92.6002426147461
1674742309.293045,58560,-91.9403305053711
1674742324.4107192,59780,-91.83380126953125
1674742339.39245,61000,-91.96088409423828
1674742354.806864,62220,-91.8595962524414
1674742370.5591843,63440,-91.84868621826172
1674742386.6060452,64660,-91.67992401123047
1674742417.5415244,67100,-91.57037353515625
1674742433.6563814,68320,-91.66209411621094
1674742463.8180041,70760,-91.9036865234375
1674742510.4117916,74420,-91.78182983398438
1674742526.109706,75640,-91.82141876220703
1674742541.4755692,76860,-91.93927001953125
1674742556.575287,78080,-92.17375946044922
1674742587.4968743,80520,-92.1162338256836
1674742602.992191,81740,-92.21997833251953
1674742618.8335373,82960,-92.46568298339844
1674742634.4105957,84180,-92.5273666381836
1674742666.3426843,86620,-92.76545715332031
1674742681.5454242,87840,-92.85185241699219
1674742713.3883018,90280,-93.51075744628906
1674742744.0402772,92720,-94.01219940185547
1674742775.3128228,95160,-94.45103454589844
1674742805.319543,97600,-94.449951171875
1674742820.4839036,98820,-94.73812103271484
1674742851.5770133,101260,-94.80377960205078
1674742867.283899,102480,-94.92079162597656
1674742898.0737636,104920,-95.09351348876953
