Wall time,Step,Value
1674734003.2054553,1220,-179.6808319091797
1674734027.469717,3660,-127.06961059570312
1674734040.453247,4880,-120.16278839111328
1674734052.459482,6100,-115.8235855102539
1674734133.1031635,13420,-106.66426086425781
1674734147.6553955,14640,-105.6323013305664
1674734186.9943838,18300,-103.68441772460938
1674734200.841244,19520,-102.90769958496094
1674734241.8949642,23180,-101.83349609375
1674734254.8789928,24400,-101.62652587890625
1674734267.9159138,25620,-101.32108306884766
1674734294.8784006,28060,-100.8037109375
1674734308.455095,29280,-100.35997009277344
1674734348.5081706,32940,-96.05340576171875
1674734361.740627,34160,-95.89665985107422
1674734387.7481344,36600,-95.31110382080078
1674734440.274275,41480,-93.71002960205078
1674734453.4029794,42700,-93.58657836914062
1674734479.5975568,45140,-93.54800415039062
1674734492.4900837,46360,-93.17229461669922
1674734505.5200863,47580,-93.29812622070312
1674734518.16377,48800,-93.23412322998047
1674734530.9179242,50020,-93.28636932373047
1674734625.8605783,58560,-92.25872039794922
1674734638.948673,59780,-92.3829116821289
1674734652.0497925,61000,-92.22481536865234
1674734678.241824,63440,-92.38731384277344
1674734691.2406878,64660,-92.50035858154297
1674734718.8224757,67100,-92.62981414794922
1674734733.3137548,68320,-92.83358764648438
1674734760.1188028,70760,-93.03938293457031
1674734800.6088624,74420,-93.00605773925781
1674734814.3520079,75640,-92.92237091064453
1674734828.271279,76860,-93.05311584472656
1674734841.3383589,78080,-92.84534454345703
1674734867.1195421,80520,-92.51414489746094
1674734880.3334324,81740,-92.4984359741211
1674734893.2306533,82960,-92.39460754394531
1674734905.6676993,84180,-92.38687896728516
1674734931.7632558,86620,-92.27458953857422
1674734944.9013863,87840,-92.236083984375
1674735025.7302337,95160,-91.7947769165039
1674735052.3270745,97600,-91.59477233886719
1674735065.6476629,98820,-91.34278869628906
1674735091.6770937,101260,-91.02384185791016
1674735104.4810107,102480,-90.82113647460938
1674735130.400611,104920,-90.90922546386719
1674735143.7957995,106140,-90.79125213623047
1674735182.0228233,109800,-90.74955749511719
1674735194.7472925,111020,-90.87779235839844
1674735260.9090617,117120,-91.18272399902344
1674735313.755308,122000,-91.17625427246094
1674735326.7273886,123220,-91.13946533203125
1674735365.8124156,126880,-91.2402114868164
1674735405.23386,130540,-91.42598724365234
1674735418.6259775,131760,-91.46665954589844
1674735445.4771507,134200,-91.66687774658203
1674735459.0567753,135420,-91.74940490722656
1674735512.6387799,140300,-92.04794311523438
1674735539.438891,142740,-92.1991195678711
1674735605.7059517,148840,-91.94587707519531
1674735656.909472,153720,-91.35950469970703
1674735670.1957808,154940,-91.43773651123047
1674735696.8606222,157380,-91.33056640625
1674735710.4977386,158600,-91.39859771728516
1674735723.9060643,159820,-91.30351257324219
1674735736.7729826,161040,-91.30717468261719
1674735749.647463,162260,-91.21189880371094
1674735775.701664,164700,-90.99903869628906
1674735802.295545,167140,-90.9278335571289
1674735815.4630632,168360,-90.87158966064453
1674735894.1121767,175680,-90.86538696289062
1674735907.3818831,176900,-90.87369537353516
1674735934.516712,179340,-90.92766571044922
1674735947.825638,180560,-91.06351470947266
1674735988.3350525,184220,-91.22161102294922
1674736080.2223067,192760,-91.83019256591797
1674736106.9977806,195200,-92.0390853881836
1674736121.0416927,196420,-92.06346893310547
1674736146.252161,198860,-92.04550170898438
1674736172.748855,201300,-92.04563903808594
1674736198.7327225,203740,-92.29329681396484
1674736252.5230434,208620,-92.1611099243164
1674736265.4535162,209840,-92.11170196533203
1674736278.7602806,211060,-91.9579849243164
1674736318.7174113,214720,-92.01521301269531
1674736331.902226,215940,-91.8192138671875
1674736344.7995143,217160,-91.90882873535156
1674736358.0428207,218380,-91.88294982910156
1674736385.0099077,220820,-91.63794708251953
1674736398.4777677,222040,-91.5433120727539
1674736437.8117085,225700,-91.23125457763672
1674736450.6952066,226920,-91.02642822265625
1674736463.9907734,228140,-91.04436492919922
1674736504.3550787,231800,-90.88154602050781
1674736518.116858,233020,-90.88616180419922
