Elapsed time to train 10000 steps: 141.67 s
Elapsed time to train 10000 steps: 281.8 s
Elapsed time to train 10000 steps: 418.47 s
Elapsed time to train 10000 steps: 556.11 s
Elapsed time to train 10000 steps: 700.92 s
Elapsed time to train 10000 steps: 840.02 s
Elapsed time to train 10000 steps: 981.67 s
Elapsed time to train 10000 steps: 1120.41 s
Elapsed time to train 10000 steps: 1263.55 s
Elapsed time to train 10000 steps: 1405.12 s
Elapsed time to train 10000 steps: 1545.05 s
Elapsed time to train 10000 steps: 1684.24 s
Elapsed time to train 10000 steps: 1827.55 s
Elapsed time to train 10000 steps: 1973.08 s
Elapsed time to train 10000 steps: 2116.41 s
Elapsed time to train 10000 steps: 2262.88 s
Elapsed time to train 10000 steps: 2404.0 s
Elapsed time to train 10000 steps: 2547.11 s
Elapsed time to train 10000 steps: 2686.82 s
Elapsed time to train 10000 steps: 2825.58 s
Elapsed time to train 10000 steps: 2968.95 s
Elapsed time to train 10000 steps: 3121.01 s
Elapsed time to train 10000 steps: 3265.1 s
Elapsed time to train 10000 steps: 3404.19 s
Elapsed time to train 10000 steps: 3551.59 s
Elapsed time to train 10000 steps: 3695.54 s
Elapsed time to train 10000 steps: 3850.41 s
Elapsed time to train 10000 steps: 3993.37 s
Elapsed time to train 10000 steps: 4139.82 s
Elapsed time to train 10000 steps: 4282.02 s
Elapsed time to train 10000 steps: 4424.16 s
Elapsed time to train 10000 steps: 4568.85 s
Elapsed time to train 10000 steps: 4708.77 s
Elapsed time to train 10000 steps: 4853.43 s
Elapsed time to train 10000 steps: 4995.47 s
Elapsed time to train 10000 steps: 5142.74 s
Elapsed time to train 10000 steps: 5291.34 s
Elapsed time to train 10000 steps: 5442.6 s
Elapsed time to train 10000 steps: 5587.09 s
Elapsed time to train 10000 steps: 5742.21 s
Elapsed time to train 10000 steps: 5882.92 s
Elapsed time to train 10000 steps: 6025.27 s
Elapsed time to train 10000 steps: 6168.87 s
Elapsed time to train 10000 steps: 6312.84 s
Elapsed time to train 10000 steps: 6460.31 s
Elapsed time to train 10000 steps: 6601.25 s
Elapsed time to train 10000 steps: 6743.44 s
Elapsed time to train 10000 steps: 6888.96 s
Elapsed time to train 10000 steps: 7034.79 s
Elapsed time to train 10000 steps: 7178.74 s
Elapsed time to train 10000 steps: 7332.56 s
Elapsed time to train 10000 steps: 7479.88 s
Elapsed time to train 10000 steps: 7626.67 s
Elapsed time to train 10000 steps: 7772.15 s
Elapsed time to train 10000 steps: 7915.82 s
Elapsed time to train 10000 steps: 8060.76 s
Elapsed time to train 10000 steps: 8205.08 s
Elapsed time to train 10000 steps: 8345.56 s
Elapsed time to train 10000 steps: 8486.38 s
Elapsed time to train 10000 steps: 8626.39 s
Elapsed time to train 10000 steps: 8781.97 s
Elapsed time to train 10000 steps: 8922.98 s
Elapsed time to train 10000 steps: 9062.63 s
Elapsed time to train 10000 steps: 9206.56 s
Elapsed time to train 10000 steps: 9345.39 s
Elapsed time to train 10000 steps: 9492.48 s
Elapsed time to train 10000 steps: 9630.8 s
Elapsed time to train 10000 steps: 9769.51 s
Elapsed time to train 10000 steps: 9922.75 s
Elapsed time to train 10000 steps: 10064.57 s
Elapsed time to train 10000 steps: 10204.19 s
Elapsed time to train 10000 steps: 10356.47 s
Elapsed time to train 10000 steps: 10494.51 s
Elapsed time to train 10000 steps: 10636.62 s
Elapsed time to train 10000 steps: 10776.69 s
Elapsed time to train 10000 steps: 10921.31 s
Elapsed time to train 10000 steps: 11062.04 s
Elapsed time to train 10000 steps: 11200.71 s
Elapsed time to train 10000 steps: 11345.59 s
Elapsed time to train 10000 steps: 11485.23 s
Elapsed time to train 10000 steps: 11631.28 s
Elapsed time to train 10000 steps: 11767.38 s
Elapsed time to train 10000 steps: 11910.27 s
Elapsed time to train 10000 steps: 12051.06 s
Elapsed time to train 10000 steps: 12200.42 s
Elapsed time to train 10000 steps: 12338.83 s
Elapsed time to train 10000 steps: 12479.81 s
Elapsed time to train 10000 steps: 12618.57 s
Elapsed time to train 10000 steps: 12771.4 s
Elapsed time to train 10000 steps: 12916.15 s
Elapsed time to train 10000 steps: 13063.0 s
Elapsed time to train 10000 steps: 13206.22 s
Elapsed time to train 10000 steps: 13347.44 s
Elapsed time to train 10000 steps: 13493.87 s
Elapsed time to train 10000 steps: 13646.14 s
Elapsed time to train 10000 steps: 13790.23 s
Elapsed time to train 10000 steps: 13929.34 s
Elapsed time to train 10000 steps: 14067.66 s
Elapsed time to train 10000 steps: 14206.71 s
Elapsed time to train 10000 steps: 14347.17 s
